weather,base,visibility,dt,timezone,id,name,cod,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,main.sea_level,main.grnd_level,wind.speed,wind.deg,wind.gust,clouds.all,sys.country,sys.sunrise,sys.sunset
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000,1691622403,-10800,3441442,Ombues de Lavalle,200,-58,-34,13.76,13.38,13.76,13.76,1015,84,1015,1007,3.81,45,9.3,62,UY,1691577459,1691615851
