weather,base,visibility,dt,timezone,id,name,cod,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,main.sea_level,main.grnd_level,wind.speed,wind.deg,wind.gust,rain.1h,clouds.all,sys.country,sys.sunrise,sys.sunset
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000,1691622406,18000,1282027,Malé,200,74,4,27.87,31.49,27.87,27.87,1012,78,1012,1012,5.44,320,6,0.87,100,MV,1691629292,1691673448
